S2_band0_mean,S2_band0_std,S2_band0_min,S2_band0_max,S2_band1_mean,S2_band1_std,S2_band1_min,S2_band1_max,S2_band2_mean,S2_band2_std,S2_band2_min,S2_band2_max,S2_band3_mean,S2_band3_std,S2_band3_min,S2_band3_max,S2_band4_mean,S2_band4_std,S2_band4_min,S2_band4_max,S2_band5_mean,S2_band5_std,S2_band5_min,S2_band5_max,S2_band6_mean,S2_band6_std,S2_band6_min,S2_band6_max,S2_band7_mean,S2_band7_std,S2_band7_min,S2_band7_max,S2_band8_mean,S2_band8_std,S2_band8_min,S2_band8_max,S2_band9_mean,S2_band9_std,S2_band9_min,S2_band9_max,S1A_band0_mean,S1A_band0_std,S1A_band0_min,S1A_band0_max,S1A_band1_mean,S1A_band1_std,S1A_band1_min,S1A_band1_max,S1A_band2_mean,S1A_band2_std,S1A_band2_min,S1A_band2_max,S1D_band0_mean,S1D_band0_std,S1D_band0_min,S1D_band0_max,S1D_band1_mean,S1D_band1_std,S1D_band1_min,S1D_band1_max,S1D_band2_mean,S1D_band2_std,S1D_band2_min,S1D_band2_max,label
1967.6286865012341,2093.50029324591,-515.0,10107.0,2132.7879693387035,1965.643773671654,-439.0,9710.0,2348.8707288553983,1979.931287607616,-597.0,10034.0,2531.4036637651034,1910.5117201200865,-404.0,9924.0,3026.434454982461,1887.2217582507872,-283.0,10384.0,3211.466415486553,1878.2972715183757,0.0,10632.0,3300.3220735351438,1888.6538616686098,-169.0,10697.0,3387.5554111991687,1891.9976757980014,-162.0,10789.0,3009.4499155515136,1543.0416336048308,-171.0,10430.0,2373.5603481876055,1284.294640527214,0.0,8710.0,-11.330759662387194,3.258853940716297,-24.6875,-1.5869140625,-18.04690219434895,3.482818463587504,-30.21875,-7.5,6.715541247805147,3.188128664391,-5.58203125,18.703125,-10.845967305420118,3.134211412140449,-25.3125,0.2161865234375,-17.92911886472466,3.3922061062753297,-30.8125,-7.671875,7.083438288147509,3.2882607276720255,-7.3125,21.3125,12
1996.3372093023256,2182.890245076574,-523.0,12902.0,2220.1349599695004,2090.968048033525,-486.0,12837.0,2518.897445672894,2121.3671857362647,0.0,13245.0,2662.767823103317,2080.6409149781966,-432.0,12866.0,3234.7807853602744,2007.785546654327,-288.0,13096.0,3481.424895158216,1973.7003250023424,0.0,13065.0,3577.6626000762485,1993.6046097058174,-208.0,13436.0,3662.1345787266487,1992.1869196045402,-203.0,13147.0,3096.775447960351,1793.0824808059597,-95.0,11198.0,2519.292413267251,1535.8127178890238,0.0,9336.0,-11.000669123876891,3.649119241332564,-25.21875,-0.353271484375,-18.005819475094576,3.7895863834320576,-33.03125,-6.88671875,7.004971405837455,3.229969747701277,-5.91015625,19.59375,-10.227703500073185,3.2037712929176188,-23.59375,-2.201171875,-18.580996139490633,3.738105732652391,-31.890625,-7.63671875,8.35357963329735,3.385899579377447,-6.01953125,21.359375,12
1800.6070295983086,2282.1169503945853,-540.0,10913.0,1965.2308403805496,2218.1998539197098,-486.0,10944.0,2066.696617336152,2343.868047441066,-515.0,11234.0,2317.73427589852,2248.729404826113,-442.0,11002.0,3325.875264270613,1973.192224744985,-258.0,11492.0,3789.9279862579283,1926.1669069568375,0.0,11494.0,3939.42600422833,1940.2695479440376,-180.0,11777.0,3978.3814746300213,1952.431038488483,-145.0,11723.0,2700.9838794926004,1803.9923767154698,-113.0,10123.0,2076.826109936575,1562.6204229772457,0.0,8742.0,-10.158013403832495,3.238912381848137,-22.65625,-0.294677734375,-16.54698050972465,3.451076995206635,-29.75,-5.37890625,6.38879256882034,3.06270805419026,-6.80078125,17.390625,-9.338675251254788,3.0612315380447006,-21.4375,-0.031524658203125,-16.781003481381898,3.527075593158749,-30.8125,-3.732421875,7.44242545041171,3.2452529558178673,-4.3984375,19.359375,3
1491.7756044971509,2116.6015049373796,-600.0,9235.0,1647.2505775450486,1991.506656496356,-535.0,9153.0,1698.0015401201294,2082.917022285987,-420.0,9705.0,1960.6805790851686,1960.9425025112528,-477.0,9648.0,3080.71892807639,1660.9290145709626,-337.0,9832.0,3590.1846604035113,1715.8244129058303,0.0,9701.0,3752.4187586631756,1811.5736085586254,-271.0,9878.0,3763.62821500077,1735.8145991377817,-236.0,9833.0,2304.970429693516,1376.480767388814,0.0,6557.0,1677.4991529339288,1220.8524280381164,0.0,4905.0,-10.723727185350866,2.8165583841107016,-21.875,5.2265625,-17.47527301961284,2.8687628229524527,-30.71875,-8.8359375,6.75131403125796,3.0779405801121817,-6.0859375,18.265625,-9.869215022062736,2.7012723319371306,-21.09375,3.37109375,-17.519222297776725,2.994175463097717,-31.890625,-7.05078125,7.650150503340823,3.3476724349369937,-3.98046875,21.03125,3
1522.6380038070015,1807.5964427919455,-667.0,7171.0,1702.22560622362,1692.548155653758,-574.0,7103.0,1814.1170239179012,1742.9286305193386,-159.0,7498.0,2054.028055946371,1636.67384663802,-499.0,7469.0,3030.1422659935447,1422.2166200149875,-302.0,7747.0,3370.7017297028883,1452.091329742242,0.0,7931.0,3471.5682363651413,1452.8491078020825,-203.0,8053.0,3527.959447157163,1461.6294674104,-195.0,8077.0,2311.0687743110157,1297.5730421467913,0.0,6064.0,1766.3442025986924,1161.6877158001269,0.0,5063.0,-9.790687037232214,3.4880870065348737,-23.28125,0.55810546875,-16.11084853202847,3.97921963113194,-30.21875,-4.69140625,6.320035780001561,3.1548409488344022,-7.40625,19.953125,-8.978653579347316,3.135481379470667,-22.75,0.81298828125,-16.324079141776817,3.8099462460533804,-33.84375,-5.046875,7.345501088393056,3.391421584031419,-7.84765625,22.921875,12
1522.9302325581396,1826.4712938585612,-710.0,7497.0,1667.3046055631555,1694.9396295172069,-612.0,7219.0,1781.014135886913,1708.727876528187,-280.0,7528.0,1993.5672594619243,1607.20243506311,-527.0,7459.0,2777.0355677154585,1486.1457602823355,-234.0,7704.0,3073.94163246694,1515.7111205238275,0.0,7735.0,3197.4505243958047,1545.9067398691805,-211.0,8100.0,3253.931144550844,1521.1946166859764,-135.0,7750.0,2381.557683538532,1249.5592939397275,0.0,5461.0,1752.8896488828088,1102.168907489287,0.0,4946.0,-11.016309035633483,2.778769904375149,-22.859375,-3.771484375,-17.70731052036199,2.9580422210474664,-28.875,-9.609375,6.690577792114442,3.126185069697519,-3.76171875,17.890625,-10.12336856617647,2.4522276819564106,-20.609375,-1.25,-17.805103291316527,3.014877650595878,-29.84375,-10.125,7.682236820509454,3.445576429086398,-3.484375,27.671875,12
1578.1096016578401,1773.69879336528,-726.0,7853.0,1750.4024867603039,1636.7432638420253,-599.0,7487.0,1959.576329725996,1619.0621588150957,0.0,7468.0,2126.458208611559,1546.8188421876769,-506.0,7454.0,2678.3486069537184,1461.7785978631875,-351.0,7440.0,2894.6315910660833,1462.6014730513814,0.0,7409.0,3000.5422518996083,1474.289403326546,-218.0,7733.0,3073.7124107759614,1454.6032347439384,-270.0,7371.0,2570.1291733824546,1289.7262367350331,0.0,5675.0,1985.3842965691917,1167.3373392660417,0.0,5055.0,-10.669454791031988,3.0964463555425277,-24.6875,-3.12890625,-17.64183644325971,3.3007847185191825,-29.296875,-9.078125,6.9722113162619594,3.0509188298549215,-5.8828125,18.703125,-9.676351855330623,2.8213583976476104,-23.375,1.787109375,-17.96840523338048,3.3041974458352774,-32.5,-9.4453125,8.292275944862205,3.311353549167804,-3.9453125,24.140625,12
1662.9642578429841,2137.2125203359033,-752.0,12879.0,1814.1540502575308,1983.018121641585,-662.0,12254.0,1988.0730451069144,1968.622277845326,-246.0,12195.0,2170.554393631965,1883.1646010767429,-586.0,11940.0,2873.9107226471046,1747.590834766047,-377.0,11805.0,3149.8882472295927,1727.697419678468,-116.0,11572.0,3226.416575620415,1730.5015040341007,-322.0,11490.0,3320.5248946464803,1704.6909443717973,-237.0,11464.0,2459.4239113469644,1292.4705780796792,0.0,6347.0,1876.171531137818,1111.9276206809063,0.0,5227.0,-9.891756725163576,3.456451318282479,-22.859375,0.3408203125,-16.81875766326794,3.9589035552443255,-30.703125,-5.6328125,6.926791695361908,3.1604364816745325,-5.20703125,20.765625,-9.259982694806897,3.2440880978076874,-22.546875,-0.0750732421875,-16.92656062739693,3.7908237004777963,-31.890625,-5.81640625,7.666766436422317,3.191868555417029,-4.640625,20.09375,12
1485.4931020890815,2021.4623250177128,-409.0,6552.0,1608.7662593614505,1866.3842859588651,-317.0,6352.0,1677.0555774536854,1900.9867500931696,-326.0,6654.0,1922.7150177374851,1757.3969340540446,-303.0,6557.0,2997.9704375246356,1517.8012644199046,-280.0,6969.0,3482.2522664564444,1599.8982580666034,0.0,7974.0,3606.532518722901,1652.5555422101725,-281.0,8350.0,3705.9420575482854,1597.576046290906,-282.0,8396.0,2193.878202601498,1381.6296632440171,0.0,6153.0,1531.5348837209303,1213.4040867714962,0.0,5430.0,-11.506333523468058,3.120382916916093,-24.953125,-3.61328125,-17.179023386571057,2.935116697146795,-28.875,-9.171875,5.67296954258169,3.14266540562199,-6.65625,17.1875,-11.288049996216706,3.223282548705607,-26.171875,-2.197265625,-17.455731688861984,2.97619192329862,-28.96875,-9.5234375,6.167515220364993,3.1242766318635287,-6.8984375,18.765625,6
1740.8178779069767,2056.276115222621,-412.0,10527.0,1882.9177325581395,1967.396840970315,-402.0,10311.0,2043.9401162790698,2006.709279796962,-260.0,10428.0,2234.666715116279,1928.5463551619378,-376.0,10085.0,2806.3309593023255,1842.3519455285095,-235.0,10472.0,3028.4328488372093,1808.5085451804537,0.0,10309.0,3095.3925872093023,1803.3862979476366,-189.0,10715.0,3204.53125,1799.687417274325,-164.0,10351.0,2660.5607558139536,1517.7745231076906,-125.0,8712.0,2066.7752906976743,1300.962788076284,0.0,7596.0,-11.757016413762019,3.277881466168752,-25.21875,-1.2548828125,-18.011903170072117,3.090875412923672,-33.75,-6.953125,6.254780141390287,3.2869959228156795,-7.61328125,20.453125,-11.272940063476563,3.337284162580421,-24.53125,-0.73828125,-17.97022216796875,3.190391849954105,-31.890625,-7.52734375,6.697384322030204,3.308486831841338,-5.5234375,22.578125,12
1847.6750058726802,2171.65020217975,-489.0,11089.0,1996.9270613107822,2044.9644489169975,-436.0,11033.0,2168.433051444679,2086.0203767593043,-299.0,11509.0,2354.5736434108526,2004.2607146996427,-393.0,11062.0,3104.185929058022,1877.1196939441024,-248.0,11611.0,3373.93528306319,1864.693779461002,0.0,11515.0,3452.869391590322,1846.7447394205126,-173.0,11835.0,3549.987315010571,1878.001686147386,-154.0,11733.0,2786.2804792107117,1650.6608571934082,-127.0,10049.0,2204.8677472398404,1426.041159938349,0.0,8983.0,-9.766797330273892,3.3843118545667057,-26.6875,-1.068359375,-16.692010853729602,3.586097263139463,-31.796875,-6.375,6.925033654699792,3.1252327611396824,-7.76171875,19.125,-9.629635712594697,3.171168585100175,-25.046875,-0.7373046875,-16.820663104256855,3.694054702986142,-32.5,-7.390625,7.191114943643325,3.1950846689227754,-7.60546875,18.984375,12
1624.970685948798,1827.9974529045337,-601.0,9370.0,1822.6348446355287,1707.8101948287213,-564.0,9803.0,2015.187219073676,1749.969901784451,0.0,10447.0,2215.4877858119994,1668.4322026238056,-491.0,10293.0,3030.0743599765487,1491.6372241935928,-328.0,10870.0,3325.951338675005,1498.6001376806637,0.0,11110.0,3435.8379910103577,1501.8327765835018,-246.0,10984.0,3471.421633769787,1518.4869942077544,-236.0,11347.0,2597.2729138166897,1491.5722299289246,0.0,10297.0,2061.4142075434825,1326.2152170563236,0.0,9282.0,-10.307041886766726,3.330139738171457,-25.5,-0.72119140625,-16.959858041774403,3.8058122430624843,-33.75,-7.53515625,6.652565975965957,3.152310707808513,-5.390625,20.6875,-9.612580684339013,3.1782124687661275,-22.546875,-0.0019159317016601562,-17.072728700855343,3.9623415389312617,-33.84375,-7.88671875,7.460207113240804,3.3421839863007903,-6.34375,21.578125,12
1534.1457168089491,1887.4611090020749,-470.0,9463.0,1676.1483662054754,1803.2787927123009,-418.0,9291.0,1748.017662643509,1881.3217653064848,-322.0,9447.0,2012.7059169855754,1783.911167695178,-356.0,9231.0,2829.8522225493084,1671.9153784272823,-250.0,9845.0,3102.6414483367676,1675.0824069715031,0.0,9782.0,3246.496909037386,1656.8845146043852,-240.0,9952.0,3309.5331174565795,1678.2440977261415,-194.0,9874.0,2514.0441566087725,1366.5326066870125,-158.0,8511.0,1861.9190462172505,1200.657325945784,0.0,7425.0,-10.901622857648187,3.1661693619523055,-26.375,6.66015625,-17.38197267526777,2.8332667041537225,-30.21875,-9.34375,6.480182889141614,3.4631226662149084,-7.87109375,21.984375,-11.262923471405967,3.0653540580672005,-21.609375,0.318603515625,-18.038418992992767,2.9380049301380713,-29.84375,-7.25390625,6.77548899866142,3.277047884196557,-6.640625,20.875,12
1442.8691860465117,2159.50728005379,-572.0,9479.0,1592.3716777408638,2074.3513027901563,-632.0,9102.0,1598.7724252491694,2217.2592427451136,-674.0,9509.0,1987.857973421927,2063.3790645961863,-348.0,9261.0,3067.5531561461794,1822.485625498277,-267.0,9469.0,3441.0847176079733,1781.0305425475945,0.0,9433.0,3573.656146179402,1750.2325622985072,-189.0,9634.0,3709.1441029900334,1780.4932273034713,-189.0,9649.0,2344.546926910299,1335.3529254491139,0.0,7426.0,1604.3305647840532,1116.1982839824927,0.0,5722.0,-13.296726905906594,2.678203004127611,-25.21875,-3.8671875,-18.243771462912086,2.482579276651517,-28.875,-9.7421875,4.946985399854052,2.990366332054384,-7.671875,16.546875,-11.962344796316964,2.6277162084122985,-21.265625,-0.8154296875,-17.476953125,2.5657931753295395,-29.390625,-9.75,5.5142781316017615,2.935313653141772,-5.05078125,17.078125,1
1869.2236516575952,2509.6121436456315,-915.0,13290.0,2007.3485898070262,2382.3462840505326,-772.0,12826.0,2161.144359228105,2392.2235014453577,-291.0,12365.0,2342.762246412667,2296.495211875898,-672.0,12136.0,3199.0014844136567,1989.5955980395913,-433.0,12053.0,3543.531667491341,1919.7252556708227,0.0,12127.0,3599.316303809995,1920.6541756445833,-354.0,12039.0,3672.532780801583,1904.6400275060284,-336.0,12037.0,2491.8155616031668,1606.8511868758317,-21.0,8477.0,1897.7222909450768,1322.292805481038,0.0,5876.0,-9.537460322153743,3.427076788972429,-24.4375,12.0859375,-17.23345437806874,3.6594076572928946,-31.234375,-7.4296875,7.69584133566499,3.275983261831837,-6.3359375,26.984375,-8.391326101210343,3.6014032707255463,-23.15625,2.556640625,-17.104266598594226,3.800138593950939,-33.15625,-8.1484375,8.713029790721766,3.3649624948144203,-3.625,22.640625,12
1949.7738819320214,2466.2744810291915,-914.0,13247.0,2104.2197972570066,2312.8442209644936,-806.0,12794.0,2290.6349433512223,2326.37283760668,-222.0,12476.0,2465.5872391174717,2229.077261366656,-660.0,12121.0,3210.4462731067383,1964.8588781935423,-375.0,12039.0,3496.7319022063207,1897.8430693708563,0.0,12107.0,3598.7910554561718,1896.5256598016608,-248.0,12157.0,3642.5707811568277,1871.7775125369585,-250.0,12020.0,2614.601550387597,1515.8951780353018,-134.0,9061.0,1979.767680381634,1225.7857601588278,0.0,5929.0,-10.24915021727071,3.173412196726415,-22.640625,-0.93505859375,-17.753480645956607,3.3151485630794455,-32.40625,-8.2421875,7.504156872149285,3.154102609077529,-4.71484375,20.5625,-9.417010718824226,3.7384247664484107,-22.75,2.421875,-18.026504979395604,3.478465370674895,-31.890625,-7.99609375,8.609857450492216,3.386328716755218,-3.259765625,22.109375,12
1154.9952011812477,1871.4435819573807,-37.0,8541.0,1391.249907715024,1815.833852388601,-92.0,8720.0,1350.3787375415282,1957.6072379247507,-216.0,8913.0,1831.2908822443706,1812.8639915601655,301.0,8899.0,3068.0642303433,1587.8377480777804,466.0,9216.0,3449.699520118125,1599.4042365601886,550.0,9696.0,3632.3842746400887,1541.7958467287651,423.0,9175.0,3765.342561830934,1604.513012083143,599.0,10391.0,2503.357327427095,1176.8207422844998,268.0,7448.0,1571.3650793650793,1007.4586739285477,228.0,6534.0,-12.994131562881563,2.7533377794893177,-27.53125,-4.9609375,-19.18901862026862,2.680642939641779,-29.046875,-10.09375,6.1952074658739695,3.10060375942716,-4.98046875,17.859375,-13.524552685657596,2.7477702569442037,-24.75,-3.02734375,-19.581956845238096,2.6690877397488104,-29.8125,-11.359375,6.057596025877799,3.030006893250282,-7.390625,17.84375,1
1319.2970677451972,1793.8571218554287,-160.0,9048.0,1542.9302325581396,1745.7327312751936,42.0,9300.0,1723.7793731041456,1806.6794324246403,-133.0,9700.0,2036.3229524772498,1705.8783182431719,452.0,9567.0,2882.0186046511626,1646.015094665971,614.0,9670.0,3197.7544994944387,1681.9705131994658,700.0,9817.0,3347.482103134479,1642.2354790924212,626.0,9668.0,3474.6687563195146,1658.8122987706142,834.0,9939.0,2895.3522750252782,1163.0570261923144,519.0,6773.0,2111.7971688574316,1011.0856743929577,569.0,5437.0,-12.858310775501673,2.9452432106354647,-24.359375,-2.4453125,-19.00581939799331,3.3621454199362435,-31.96875,-9.2109375,6.147225913363555,3.383270151716253,-6.3359375,20.75,-13.899791343167703,2.9286537641595976,-25.28125,3.466796875,-19.24433014484666,3.3238962782907526,-35.375,-0.497314453125,5.344608851841518,3.1785440843386996,-6.23828125,17.734375,6
1446.220692928334,1782.906229808346,-75.0,7855.0,1664.3846701471286,1697.7272379361757,58.0,7883.0,1754.3379212149976,1779.0767349011103,-91.0,8147.0,2071.3958234456572,1650.0254014071054,73.0,8092.0,2854.0590887517797,1697.6570461079657,18.0,8194.0,3070.9489795918366,1759.632855039661,-4.0,8327.0,3174.4682012339817,1787.800939996784,-46.0,8350.0,3266.2256763170385,1744.5694605957474,-1.0,8408.0,2758.7083531086855,1119.9421550259503,268.0,6438.0,2109.5659705742764,983.9991312298388,306.0,5593.0,-7.891645014491897,4.081750753470823,-20.53125,8.59375,-19.44950083398744,3.575032246480184,-32.5625,-10.0078125,11.557659456980659,4.7395527245401405,-3.521484375,30.625,-11.27558059914814,3.08506087000047,-26.4375,-0.41943359375,-19.333462782434403,3.3217964156815336,-33.78125,-9.40625,8.057957578609011,3.3440941156225197,-4.52734375,21.5,13
1348.6888749214331,1734.1614516199986,-35.0,8456.0,1566.8780641106223,1680.8388982441722,161.0,8900.0,1622.1332495285983,1776.2084215687437,55.0,9425.0,1970.6499057196731,1694.324128203522,429.0,9554.0,2852.3262099308613,1583.415681501717,946.0,9706.0,3124.027027027027,1610.7758221156682,1109.0,9882.0,3258.5763670647393,1508.5056196681319,1036.0,9267.0,3372.975487115022,1630.7610451722494,1253.0,9977.0,2545.3318667504714,1128.596833485985,214.0,7193.0,1853.3155248271528,998.9283999430501,188.0,5896.0,-11.531209394490645,2.551284360151786,-21.859375,-5.1171875,-18.415511304573805,2.758501232012631,-29.46875,-8.4453125,6.88467880534531,3.308457119488928,-5.06640625,19.59375,-11.837827280405405,2.5752586642583477,-24.5,-4.04296875,-18.436377895752894,2.7390063360942625,-30.28125,-9.1953125,6.598825403161951,3.329554815827478,-6.19140625,17.40625,12
1302.0077519379845,1949.2572941780454,0.0,9235.0,1509.3111111111111,1843.9601476732876,40.0,9212.0,1571.6757105943152,1900.3820668498058,-293.0,9675.0,1943.9868217054263,1764.4763901369947,432.0,9660.0,2765.6984496124032,1625.0070474178883,869.0,10007.0,3033.3974160206717,1630.4973617616404,1054.0,10072.0,3193.557622739018,1629.2568167250354,1063.0,10091.0,3263.075968992248,1603.5151773352425,1078.0,10255.0,2582.3015503875968,1245.768856654188,788.0,8865.0,1778.7191214470283,1041.3421559250935,479.0,7460.0,-11.987681957799145,2.6797020616734737,-22.234375,-1.68359375,-18.73739716880342,2.7807276575772355,-31.40625,-11.296875,6.74902356270032,3.1931194079861154,-4.23046875,19.703125,-12.95026846749442,2.553374474844283,-24.25,0.79248046875,-19.14221478174603,2.663446649631132,-33.78125,-11.1953125,6.191250203450521,3.105800871462408,-7.1328125,21.09375,6
1357.525939177102,2013.994873109102,0.0,9328.0,1597.7292784734645,1959.783245759395,-285.0,9565.0,1656.1413237924867,2070.8941877208485,-267.0,9897.0,2071.202146690519,1923.8859112965392,0.0,9780.0,3042.8735837805607,1869.3144316472803,-285.0,9946.0,3355.8747763864044,1902.510609375242,0.0,10076.0,3499.8324388789506,1855.7464973862445,0.0,9947.0,3612.4508050089444,1870.8174551839625,0.0,10113.0,2717.586762075134,1317.6983566918698,348.0,7416.0,1954.0757304710794,1159.0561824081997,295.0,5986.0,-12.059457824827415,3.1521687797766633,-21.6875,-1.5107421875,-19.33628266765286,3.9138291088843373,-31.96875,-8.7578125,7.276538326707347,3.563477768072732,-5.171875,20.78125,-12.793436641483517,3.3747287712838143,-25.84375,-3.5859375,-19.438856456043958,3.6105405350444792,-31.296875,-10.234375,6.644822922032395,3.440400293165167,-8.9453125,18.171875,6
1361.898699251084,1695.0086095436686,0.0,8608.0,1629.0197083169098,1669.083425619287,109.0,8831.0,1745.560898699251,1764.8809159693128,-45.0,9213.0,2079.3046905794245,1659.1180958334542,454.0,9229.0,2911.6566811194325,1556.0299381107384,604.0,9304.0,3167.4193929838393,1572.4636319401743,732.0,9526.0,3292.115490737091,1534.1105955368012,919.0,9364.0,3406.828143476547,1565.648177476919,915.0,9589.0,2689.0295624753644,1165.4354358509513,348.0,7083.0,1953.076862435948,968.894387566424,349.0,5665.0,-9.903465714634942,2.7095660844813003,-19.5,-1.3017578125,-17.961837923728815,2.5900646640613307,-28.640625,-10.234375,8.059030370202494,3.4127687489655303,-4.91796875,19.953125,-11.014516968069007,2.414607495868169,-23.125,-3.908203125,-18.410146791767556,2.561128992599441,-30.78125,-11.40625,7.395848042855251,3.0479791232872464,-6.6328125,20.078125,12
1305.7138523761375,1837.602761118755,-91.0,8336.0,1484.5995955510616,1803.030769833524,-274.0,8550.0,1493.6626221772835,1886.3813303572326,-366.0,8866.0,1821.9615773508594,1782.8672921643486,304.0,8864.0,2748.204246713852,1592.5800920480035,456.0,8887.0,3035.6208291203234,1566.671633610807,571.0,9007.0,3132.825075834176,1566.7585340705928,366.0,9085.0,3268.2935625210653,1561.3456369255416,686.0,9006.0,2263.5608358611394,1196.6682819409118,281.0,6697.0,1492.1327940680821,1012.6701102367352,262.0,5472.0,-10.500308319397993,2.4065683766140062,-21.6875,-3.23046875,-16.586470526755853,2.416210203036962,-28.640625,-9.0859375,6.086894846972547,3.0927458056292108,-6.3046875,19.328125,-10.853475592003106,2.287496907770066,-20.578125,-3.111328125,-16.883600219979296,2.4829185680791332,-28.9375,-10.328125,6.030216237575618,3.0085787766283287,-6.09765625,16.859375,12
1661.6436088949245,1951.574986926498,0.0,9941.0,1883.9935494822612,1869.453198225515,-22.0,9811.0,2034.8538448480733,1920.7913935454621,-70.0,10161.0,2306.1415718893227,1828.9120565602136,299.0,10193.0,2897.2160074690205,1761.2786798580864,497.0,10537.0,3080.469190290273,1742.105730778808,528.0,10540.0,3215.551264640978,1709.7663596114583,544.0,10638.0,3272.070531318961,1728.6124213585895,528.0,10659.0,2938.4755559327787,1334.1086481048817,137.0,9212.0,2265.5586487862843,1134.4383099061222,97.0,7637.0,-10.230524682329317,3.0259333676105182,-22.8125,3.01953125,-18.7876447571589,3.0039104568849515,-31.40625,-9.7265625,8.556975857425714,3.411447344742834,-5.421875,21.828125,-11.270484696787017,2.7486516680542517,-24.265625,3.3046875,-18.763048259906153,2.9314393363013704,-31.859375,-9.5390625,7.492175612782786,3.2217069976118156,-6.53515625,21.125,12
1416.9726744186046,2047.0281336775188,-217.0,11866.0,1636.6511627906978,2099.2600291943504,-251.0,12120.0,1734.1976744186047,2274.4294187097266,-427.0,12771.0,2046.5569767441862,2167.8442239496335,-220.0,12570.0,3066.7697674418605,1903.523742655561,524.0,12773.0,3418.843604651163,1821.5440863948447,726.0,12615.0,3539.1901162790696,1713.0773375528604,611.0,12885.0,3648.4308139534883,1761.6126312714587,818.0,12398.0,2779.2,1582.041986918202,218.0,10243.0,2063.0354651162793,1329.0354608889731,98.0,7360.0,-10.588891225961538,2.979903728505093,-22.625,-2.310546875,-17.008927283653847,3.6109643447596715,-29.46875,-7.2578125,6.419541649451623,3.419130956905919,-6.67578125,18.3125,-11.203687220982143,3.2226314507101694,-25.84375,-2.673828125,-17.414068080357143,3.399515274495963,-31.859375,-9.53125,6.210086146763393,3.160464402378145,-6.06640625,16.859375,12
1111.1305903398927,1843.7864773021738,-202.0,7467.0,1331.298151460942,1731.4236139726822,-75.0,7772.0,1224.2695289206918,1846.727340488866,-348.0,8010.0,1743.4776386404294,1664.347595113245,268.0,7923.0,3271.4460345855696,1332.351798761337,947.0,8139.0,3770.1926058437684,1333.669077612506,1070.0,8241.0,4097.742993440668,1328.7403251417581,1118.0,8129.0,4149.300536672629,1326.5345723701332,1131.0,8364.0,2404.2277877161596,1101.4778783023473,549.0,6701.0,1437.1860465116279,981.8910690746787,445.0,5894.0,-12.319471924309665,2.856784460600569,-22.625,-3.755859375,-17.384917406311637,2.818937085653594,-26.859375,-8.796875,5.0645038913222695,3.01908356103831,-9.3046875,17.5625,-10.659544557005495,2.9938224294568214,-24.75,-2.236328125,-15.624370421245422,2.9625549814900123,-26.4375,-7.671875,4.964527127332303,2.841134276185791,-7.95703125,14.890625,1
1219.5605875152999,1937.8460051928803,-989.0,8287.0,1406.7906976744187,1846.200919018707,-614.0,8287.0,1393.639738882089,1913.3831193995613,-293.0,8143.0,1813.9808241534067,1736.6970663194784,0.0,8078.0,2877.560179518564,1519.278404845348,393.0,8271.0,3207.3345573235415,1487.4362881847444,597.0,8374.0,3469.748674010608,1553.9331415994297,604.0,9065.0,3519.6629946960425,1447.1900041291235,751.0,8509.0,2670.99592003264,1222.450758259204,184.0,6537.0,1720.8698490412078,1002.64482506989,107.0,5792.0,-12.811361863191634,2.8234418996930177,-23.234375,-3.87109375,-18.938830549932522,2.854609165814603,-29.921875,-10.2890625,6.1273938136544785,3.0202164739103123,-5.375,19.625,-13.855888745300751,2.629149015002189,-24.25,-6.28515625,-19.406140350877195,2.638708443311788,-30.28125,-11.46875,5.550299714740954,3.017108874825738,-4.8203125,17.828125,1
1003.7012361198408,1868.5735486844567,-237.0,9673.0,1243.569557930023,1803.7485574803252,-505.0,9857.0,1099.4284517075214,1932.0586073807724,-632.0,10249.0,1658.27760318458,1749.7126290150848,0.0,10119.0,3223.184579928766,1491.8621946943776,71.0,10202.0,3718.7903834066624,1531.9433762446379,204.0,10271.0,3962.390111041274,1559.426993213818,355.0,10371.0,4099.887073119631,1521.7897421466707,404.0,10335.0,2263.670856903415,1121.497189256114,192.0,7785.0,1323.5181227739367,972.8285643446847,41.0,6247.0,-11.909312332163895,2.7479534289339553,-24.359375,-2.77734375,-17.493335823804575,2.7611999713441464,-30.375,-5.578125,5.583347581214403,3.130180230065006,-6.3984375,19.140625,-12.572144968629344,2.665148816516006,-25.5625,-2.984375,-18.21320081241956,2.591070084797789,-33.8125,-9.8125,5.64096027114063,3.0709180771400972,-6.77734375,21.875,1
1107.5105708245244,2001.2650078125641,-256.0,8663.0,1280.196088794926,1887.1089648920179,-190.0,7683.0,1168.509513742072,1988.9616086201563,-371.0,7983.0,1608.6522198731502,1836.9472540451784,-29.0,7888.0,3059.0116279069766,1503.2293795419475,697.0,8091.0,3514.67600422833,1485.8020606460252,759.0,8208.0,3744.9624735729385,1528.1673603208212,569.0,8234.0,3808.619978858351,1464.6145319326906,807.0,8285.0,2100.504756871036,1260.6480755045618,116.0,6050.0,1290.7658562367865,1078.2155000375885,73.0,5159.0,-11.562838723776224,2.545141415332996,-22.046875,-4.16796875,-16.54580965909091,2.4550951453095506,-26.546875,-9.1640625,4.983105137965063,3.026589137495844,-6.875,14.8515625,-9.521094067065746,2.851940484912119,-19.671875,-0.9833984375,-15.199594155844157,2.9661541288064193,-25.84375,-7.1484375,5.6785177156522675,3.0265770852503735,-4.421875,16.046875,1
